Neighbourhood,Venue Latitude,Venue Longitude,Venue,Venue Category
La Nova Esquerra de l'Eixample,41.3806827084328,2.148096299062152,Caprabo,Supermarket
La Nova Esquerra de l'Eixample,41.379084964838874,2.147955,Quiosc Parc Joan Miró,Snack Place
La Nova Esquerra de l'Eixample,41.38170388335286,2.144279656157622,Crama Dracula,Eastern European Restaurant
La Nova Esquerra de l'Eixample,41.38582047140935,2.1446375283893997,L'Oreneta,Bar
La Nova Esquerra de l'Eixample,41.37995872484367,2.146216276314657,Hua Long,Café
Sant Antoni,41.37735901333054,2.1614860017894344,La Bodega d'en Rafel,Spanish Restaurant
Sant Antoni,41.377943943395586,2.160042391662491,Pizza d'Autore,Pizza Place
Sant Antoni,41.37812211206796,2.161727786484257,Düal Café,Coffee Shop
Sant Antoni,41.377694,2.161921,La Güerita Mexicana,Mexican Restaurant
Sant Antoni,41.37816036217829,2.160202446266182,Cafès Roure,Café
Sant Antoni,41.38052830177681,2.160911901981474,Rekons,Argentinian Restaurant
Sant Antoni,41.376347668943225,2.162318508303643,B.H.G. Supermercat del Mon,Grocery Store
Sant Antoni,41.37872862690168,2.160632014274597,Bar Ramón,Bar
Sant Antoni,41.37800431845123,2.1601725853376443,Casa Dorita,Mediterranean Restaurant
Sant Antoni,41.376694488826956,2.1623159011150226,Llibreria Calders,Bookstore
Sant Antoni,41.37947,2.160024,Makekosa,Italian Restaurant
Sant Antoni,41.37648467668319,2.1624713102900106,Bar Calders,Bar
Sant Antoni,41.37832,2.161214,Turris,Bakery
Sant Antoni,41.37959767027276,2.161981180203224,Mercat del Llibre Vell de Sant Antoni,Flea Market
Sant Antoni,41.37839460681982,2.1612740248315028,La Desayunería,Breakfast Spot
Sant Antoni,41.376885313390765,2.163108127758162,Federal Café,Café
Sant Antoni,41.375848,2.162085,Café Cometa,Coffee Shop
Sant Antoni,41.379673,2.159302,Itacate,Coffee Shop
Sant Antoni,41.37842999610753,2.1655226242257246,Pesca Salada,Cocktail Bar
Sant Antoni,41.381297173,2.162344056,El Laurel,Argentinian Restaurant
Sant Antoni,41.37590892346682,2.159589972097251,Coco COFFICE Coworking Café,Café
Sant Antoni,41.37583977549662,2.162254793906743,Bitter,Bar
Sant Antoni,41.37601004549335,2.1621374196247882,La Donutería,Donut Shop
Sant Antoni,41.378953172641666,2.166007761028043,Arume,Spanish Restaurant
Sant Antoni,41.376195,2.162716,BENZiNA,Italian Restaurant
Sant Antoni,41.375732,2.1615343,Artico barcelona,Ice Cream Shop
Sant Antoni,41.37926419687337,2.165904503389862,Chulapio,Cocktail Bar
Sant Antoni,41.376443481926685,2.16366944751526,Aiguajoc,Gym / Fitness Center
Sant Antoni,41.38172783420948,2.1625281212618575,Renoir Floridablanca,Indie Movie Theater
Sant Antoni,41.37761761886298,2.1648866841577923,Caramba,Tapas Restaurant
Sant Antoni,41.37894663219354,2.1661802076793903,Cera 23,Spanish Restaurant
Sant Antoni,41.378959794244544,2.1620451443654667,Lidl,Supermarket
Sant Antoni,41.37818332916318,2.166353561390829,Las Fernández,Mediterranean Restaurant
Sant Antoni,41.381299037390384,2.1620331408240308,Art De Vins,Wine Shop
Sant Antoni,41.377815,2.1648948,La Estrella Del Norte,Halal Restaurant
Sant Antoni,41.375325418929144,2.161080653801404,Macchina,Italian Restaurant
Sant Antoni,41.376486584464296,2.157960754057087,El Racó de l'Agüir,Mediterranean Restaurant
Sant Antoni,41.37591197491416,2.1579966436016718,Chicken Banana Room Escape,Theme Park Ride / Attraction
Sant Antoni,41.38178929912453,2.1618825473445953,Pappa Sven,Scandinavian Restaurant
Sant Antoni,41.37597875276378,2.1573548828597557,Lambicus Bar,Beer Bar
Sant Antoni,41.37659105260552,2.16652099511947,Gringa,Burger Joint
Sant Antoni,41.3807734096245,2.160240411758423,Bracafé,Café
Sant Antoni,41.3818350904261,2.158242092197902,Lam,Thai Restaurant
Sant Antoni,41.378619862642225,2.166423126546228,Spank the Baby,Dance Studio
Sant Antoni,41.38084804250558,2.1666093867456264,Grey Street,Gift Shop
Sant Antoni,41.379653935953186,2.1661675087203136,Zelig,Gay Bar
Sant Antoni,41.381442,2.162379,Tien-Tsing,Chinese Restaurant
Sant Antoni,41.381652,2.161665,Taber Café,Café
Sant Antoni,41.37502517375188,2.1646026316430294,Imprfcto,Beer Bar
Sant Antoni,41.37912917937044,2.165935827555134,Big Bang Bar,Pub
Sant Antoni,41.382547,2.162757,Okasional Beer,Beer Store
Sant Antoni,41.38266920388533,2.1634268760681152,alkimia,Restaurant
Sant Antoni,41.382665460294454,2.163550801571399,Fàbrica Moritz Barcelona,Brewery
Sant Antoni,41.38159252161439,2.161656853383095,Los Hermanos,Filipino Restaurant
Sant Antoni,41.381983565432755,2.1632649818466025,SandwiChez,Sandwich Place
Sant Antoni,41.381914,2.161314,La Llama Store,Bookstore
Sant Antoni,41.38105152485178,2.166139724599319,Fatbottom Books,Bookstore
Sant Antoni,41.38171595088342,2.160516977998002,Pars Tailor's Hostel,Hostel
Sant Antoni,41.382352847848146,2.1607453331224957,Tianguis,Taco Place
Sant Antoni,41.3757747674074,2.166203647742333,Filomena Gastrobar,Gastropub
Sant Antoni,41.38016711687862,2.1669557638677195,Sabores de Portugal,Portuguese Restaurant
Sant Antoni,41.38038,2.156544,Matcha Gracias,Coffee Shop
Sant Antoni,41.379216731001335,2.1572463584792922,Món Viêt,Vietnamese Restaurant
Sant Antoni,41.3817935516275,2.1616272459015184,Dailyflats Barcelona Center Comfort,Hotel
Sant Antoni,41.37580623184256,2.1662232105872117,Jonny Aldana Bar,Tapas Restaurant
Sant Antoni,41.379598578256115,2.16610837027482,Plaça del Pedró,Plaza
Sant Antoni,41.38042,2.1653385,Dr.beer & Mr.fried,Fried Chicken Joint
Sant Antoni,41.376377852366744,2.1658891439437866,futbolmania,Sporting Goods Shop
Sant Antoni,41.37514695573273,2.1646752523252397,La Nuit Cocteleria,Cocktail Bar
Sant Antoni,41.382241,2.161145,Santo Porcello,Italian Restaurant
Sant Antoni,41.3795468677271,2.1672031326376118,Restaurante Paloma Blanca,Breakfast Spot
Sant Antoni,41.38257659641395,2.1625734078855228,Hostal Cèntric,Hotel
Sant Antoni,41.38169604232522,2.1637802178967127,Plaça del Pes de la Palla,Plaza
Sant Antoni,41.37928399962863,2.1650655512526797,Teatre del Raval,Theater
Sant Antoni,41.378637434562265,2.16766823617289,Na Mindona,Mediterranean Restaurant
Sant Antoni,41.38253233352101,2.1616426954155217,Bacanal,Café
Sant Antoni,41.37679955540871,2.1652445342623547,La Bruja,Cocktail Bar
Sant Antoni,41.377566,2.167166,Tandoori Nights,Indian Restaurant
Sant Antoni,41.377406546024396,2.1668887057781805,Freedonia,Lounge
Sant Antoni,41.37884503561691,2.1675671473903853,Café Teatre Llantiol,Theater
Sant Antoni,41.3791,2.166506,Never More,Cocktail Bar
Poble Sec,41.36821669164041,2.1583658725559878,Jardins de Laribal,Garden
Poble Sec,41.37121302990215,2.1570303840484244,Mercat de les Flors,Theater
Poble Sec,41.36949812849774,2.1590495109558105,Jardins del Teatre Grec,Park
Poble Sec,41.36960357413488,2.1596121175693583,Teatre Grec,Theater
Poble Sec,41.37065531108342,2.15742023413807,Teatre Lliure,Theater
Poble Sec,41.36839835645164,2.1599160523796193,Fundació Joan Miró,Art Museum
Poble Sec,41.37019282805245,2.1577695223445077,Museu d'Arqueologia de Catalunya,History Museum
Poble Sec,41.36898853552227,2.1603651109314983,Jardí de la Fundació Joan Miró,Sculpture Garden
Poble Sec,41.371509194145254,2.160740669706532,Xemei,Italian Restaurant
Poble Sec,41.37196938467951,2.158432755008727,L'Antica Napoli,Pizza Place
Poble Sec,41.369391633534995,2.15427706860442,Palece of Montjuic - Barcelona,Palace
Poble Sec,41.37140350433325,2.160147253419603,La Vilella,Performing Arts Venue
Poble Sec,41.36733623940562,2.155863046646118,Palauet Albéniz (Palacete Albéniz),Palace
Poble Sec,41.3677989599711,2.1578080395574197,Font del Gat,Park
Poble Sec,41.36722753917463,2.1557235717773438,Jardins de Joan Maragall (Jardines de Joan Maragall),Garden
Poble Sec,41.37240397797426,2.1612231806161564,De Paula: l'Hamburgueseria del Poble Sec,Burger Joint
Poble Sec,41.3722251160759,2.157287500743735,La França,Hotel
Poble Sec,41.36891468193521,2.15322510771647,Museu Nacional d'Art de Catalunya (MNAC) (Museo Nacional de Arte de Cataluña),Art Museum
Poble Sec,41.37125161893709,2.1594945800963634,La Perla: Germans Serra,Mediterranean Restaurant
Poble Sec,41.370679,2.158875,Petit Monjuic,Gastropub
Poble Sec,41.36895584270311,2.153155163708276,Escales del MNAC (Escalas del MNAC),Scenic Lookout
Poble Sec,41.37293659726671,2.1557073609929858,TAPS Bar,Restaurant
Poble Sec,41.37264410188193,2.1624628948409295,La Pizza del Sortidor,Pizza Place
Poble Sec,41.372122460615174,2.1559742522033756,Taquería El Changarrito,Taco Place
Poble Sec,41.372321,2.155362,Il Golfo di Napoli,Italian Restaurant
Poble Sec,41.368982757556616,2.1531111436871,Mirador del Palau Nacional,Scenic Lookout
Poble Sec,41.37246398378054,2.1630792403814074,Celler Cal Marino,Winery
Poble Sec,41.36885879056334,2.1532358592253633,La Terrassa del MNAC,Cocktail Bar
Poble Sec,41.373178731157296,2.160757952975432,La Fabrique,Bakery
Poble Sec,41.37229556994205,2.1593312162597886,Casa Xica,Asian Restaurant
Poble Sec,41.368913437218666,2.1628466549892016,Circuit de Montjuïc,Racetrack
Poble Sec,41.37270355155634,2.155176480205363,Crown Plaza Lounge,Hotel Bar
Poble Sec,41.369454619576665,2.1525796934986534,Plaça de les Cascades (Plaza de las Cascadas),Plaza
Poble Sec,41.373074715219964,2.1601584380695744,Can Margarit,Spanish Restaurant
Poble Sec,41.37277846154873,2.154408379318628,Restaurant El Mall (Hotel Fira Palace),Mediterranean Restaurant
Poble Sec,41.372357,2.162602,Napoli Centrale,Pizza Place
Poble Sec,41.37225248976972,2.1631594855014007,Cervecería Jazz,Brewery
Poble Sec,41.37241861431287,2.1623619527141247,El Sortidor,Mediterranean Restaurant
Poble Sec,41.37207479520398,2.1564448641288747,La cerveceria Del teatre,Brewery
Poble Sec,41.36637315756304,2.1570720894942226,Museu Olímpic i de l'Esport,Museum
Poble Sec,41.37226930856542,2.1630033276542107,La Tomaquera,Mediterranean Restaurant
Poble Sec,41.372122895416865,2.1632283926010127,Rioba Restaurant,Restaurant
Poble Sec,41.372333360070485,2.1624409916769216,Plaça del Sortidor,Plaza
Poble Sec,41.373908,2.159006,de Pata Negra,Deli / Bodega
Poble Sec,41.373236415248975,2.154960008996501,TABO,Bar
Poble Sec,41.37211608886719,2.158339500427246,La come dia,Pizza Place
Poble Sec,41.37243851100769,2.1623393460846216,Luki,Spanish Restaurant
Poble Sec,41.37373620199599,2.1567908656975003,Funicular,Seafood Restaurant
Poble Sec,41.373601376104126,2.1570324614564402,Restaurant Centric 35,Mediterranean Restaurant
Poble Sec,41.369582128270544,2.16412240937946,Xalet de Montjuïc,Mediterranean Restaurant
Poble Sec,41.36892157586779,2.1560364651835897,Museu Etnològic,Museum
Poble Sec,41.37387572991208,2.158981424310565,Plaça de les Navas,Plaza
Poble Sec,41.36944452944015,2.162014070478868,Bar Marcelino,Café
Poble Sec,41.36779274248956,2.1577907556973885,Restaurant Font del Gat,Mediterranean Restaurant
Poble Sec,41.36812466340695,2.1579533176037544,Font del Diable,Plaza
Poble Sec,41.373685256913326,2.157442883300886,Consum Basic,Grocery Store
Poble Sec,41.36880960465806,2.1532666845736266,Òleum,Spanish Restaurant
Poble Sec,41.3702298233922,2.154494720908337,Font de les Viudes,Park
Poble Sec,41.36889092230684,2.16314257519557,Funicular del Parc de Montjuïc,Cable Car
Poble Sec,41.36865342787807,2.1533455427158117,Café del MNAC,Café
Poble Sec,41.37267591710774,2.154792120986676,Café Lleida,Breakfast Spot
La Marina del Prat Vermell,41.35396848938142,2.1438956879427002,Mercadona,Supermarket
La Marina del Prat Vermell,41.35324961190781,2.1419428402759024,Perancho Bar,Mediterranean Restaurant
La Marina del Prat Vermell,41.3577419,2.1404906,Bauhaus,Furniture / Home Store
La Marina del Prat Vermell,41.35335111800129,2.143901511833712,Mai Ona,Spanish Restaurant
La Marina del Prat Vermell,41.352425543672574,2.141964933598378,Las Casas Baratas ( Eduardo Aunos),Plaza
La Marina del Prat Vermell,41.35275317198729,2.1427873558057904,Tragura,Restaurant
La Marina del Prat Vermell,41.3514335,2.145883,Cal Valentí,Spanish Restaurant
La Marina del Prat Vermell,41.350043,2.14036,El Barracon,Food
La Marina del Prat Vermell,41.35146509676709,2.137351137910534,Nexica,Office
La Marina de Port,41.36274273140872,2.1374305844437913,Granja Elena,Restaurant
La Marina de Port,41.36183658508655,2.1414488554000854,Strip Club Barcelona,Transportation Service
La Marina de Port,41.360499124539565,2.1343707205960527,Restaurante Maxi,Spanish Restaurant
La Marina de Port,41.36021665633862,2.1333160670452322,Piripipao,Mediterranean Restaurant
La Marina de Port,41.35919295205097,2.132403856412446,Hotel SB Plaza Europa,Hotel
La Marina de Port,41.361432351637525,2.138118197608613,Wala,Sporting Goods Shop
La Marina de Port,41.36324787266142,2.139668584322667,365 cafè,Café
La Marina de Port,41.359632237620794,2.135966764131294,Galician Grill,Spanish Restaurant
La Marina de Port,41.36053686425299,2.1391405959748204,Bar Cafeteria La Plaza,Café
La Marina de Port,41.36081103338645,2.1384907844031056,la Sirena,Grocery Store
La Marina de Port,41.36326320999944,2.134166769890106,Acquit Ibèrics i Cafè,Spanish Restaurant
La Marina de Port,41.360473275353336,2.1390182431307716,Mercat de la Marina,Farmers Market
La Marina de Port,41.36295212157296,2.134418182759304,Restaurante Botapinfota,Latin American Restaurant
La Marina de Port,41.358319,2.140168,Burger King,Fast Food Restaurant
La Marina de Port,41.36080066808045,2.138675430730515,Granier,Bakery
La Marina de Port,41.36311301852004,2.1361179819575193,WOK Mandarin,Asian Restaurant
La Marina de Port,41.35959256032465,2.1422408941603215,365.café,Café
La Marina de Port,41.36390152041465,2.136421645782987,Sorli Discau,Grocery Store
La Marina de Port,41.35914693405986,2.1323062554412155,Punt i Coma,Diner
La Marina de Port,41.36003900907664,2.1401355170799223,Sorli Discau,Grocery Store
La Marina de Port,41.36314295830753,2.1394593951885335,La Manzana Roja,Chinese Restaurant
La Marina de Port,41.3634031947827,2.1364529339016474,Bonpreu,Supermarket
La Marina de Port,41.35814163333333,2.13432868,Plaça De José Sánchez Ríos,Plaza
La Marina de Port,41.35950588449049,2.1328308927018385,AC Hotel Barcelona Forum,Hotel
La Marina de Port,41.35693239882335,2.141444633083221,cal campà,Restaurant
La Font de la Guatlla,41.373525041164264,2.1451566666753403,La Caleta de Sants,Restaurant
La Font de la Guatlla,41.36895,2.1459696,Zero 20,Taco Place
La Font de la Guatlla,41.3688613813653,2.1476299399109107,La Casa Del Chocolate,Candy Store
La Font de la Guatlla,41.36813950354752,2.145813172238558,Real Sociedad de Tenis Pompeya,Tennis Court
La Font de la Guatlla,41.374161,2.144223,La Vicoca,Wine Bar
La Font de la Guatlla,41.37184235304051,2.147343321323696,Bodega Amposta,Tapas Restaurant
La Font de la Guatlla,41.368806442514625,2.147923707962036,Poble Espanyol (Pueblo Español),Historic Site
La Font de la Guatlla,41.371236450750885,2.1497653895876803,CaixaForum Barcelona,Art Museum
La Font de la Guatlla,41.37070678812495,2.150029492097134,Mies van der Rohe Pavilion (Pabellón Mies van der Rohe),Monument / Landmark
La Font de la Guatlla,41.371394397260644,2.1493816660122613,Exposició Japonisme,Art Gallery
La Font de la Guatlla,41.374615,2.142475,La Pizza del Sortidor,Pizza Place
La Font de la Guatlla,41.373609,2.145292,Devil's Kitchen,German Restaurant
La Font de la Guatlla,41.36871001232493,2.14703807093815,Plaza Mayor,Plaza
La Font de la Guatlla,41.368678443945335,2.148805022273562,Input,Nightclub
La Font de la Guatlla,41.372910440053374,2.143801256947697,Plaça de Joan Corrades,Plaza
La Font de la Guatlla,41.3688765444084,2.148981331352708,El Tablao de Carmen,Performing Arts Venue
La Font de la Guatlla,41.36875323011846,2.1470247271204683,Abrelatas Selection Gourmet,Gastropub
La Font de la Guatlla,41.373722901019185,2.1441951060168307,Santa Ceviche,Peruvian Restaurant
La Font de la Guatlla,41.372565713751165,2.148374319076538,Sertext Samarretes Publicitàries,Clothing Store
La Font de la Guatlla,41.36875236326928,2.1493886234289272,La Terrrazza,Nightclub
La Font de la Guatlla,41.36897987690437,2.149293396448073,Restaurant La Font de Prades,Mediterranean Restaurant
La Font de la Guatlla,41.37291191507663,2.148470878601074,Galeria Carles Taché,Art Gallery
La Font de la Guatlla,41.37463805689387,2.142615283049543,Timesburg,Burger Joint
La Font de la Guatlla,41.36876121055767,2.1479970179997676,Pablo Espaniola Tapes,Spanish Restaurant
La Font de la Guatlla,41.37465345756261,2.1432141582217445,Restaurante La Campana,Restaurant
La Font de la Guatlla,41.373454529040515,2.1401556864170255,Originals Club,Pub
La Font de la Guatlla,41.37407127354074,2.143374681472778,Stromboli Bar,Burger Joint
La Font de la Guatlla,41.37515,2.144501,Bodega Monumental,Tapas Restaurant
La Font de la Guatlla,41.369107578975,2.149556209762513,Mecal Air,Indie Movie Theater
La Font de la Guatlla,41.36880289946612,2.147995581563538,Tapes Tapas,Spanish Restaurant
La Font de la Guatlla,41.36835415067781,2.148725787992589,New Pervert Club,Gay Bar
La Font de la Guatlla,41.372523040001944,2.139520410867728,Centre Esportiu Municipal La Bordeta,Gym / Fitness Center
La Font de la Guatlla,41.368499681002284,2.146776307342326,La Llavor del Isi's,Spanish Restaurant
La Font de la Guatlla,41.37023813056198,2.1439064140104214,ApartHotel - BCN Montjuic,Hotel
La Font de la Guatlla,41.3686804132342,2.148781313261637,SaturGays,Gay Bar
La Font de la Guatlla,41.368786,2.147115,Cava & Jamon,Spanish Restaurant
La Font de la Guatlla,41.374666448137845,2.1428491248149633,Joans: fleca cafè i menjars,Breakfast Spot
La Font de la Guatlla,41.367485367431264,2.1482146680428054,Restaurante La Foixarda,Diner
La Font de la Guatlla,41.372448932580646,2.148750368853704,Ruixian Sushi,Sushi Restaurant
La Font de la Guatlla,41.37513742292425,2.144337204253585,Panet,Café
La Font de la Guatlla,41.37514957413753,2.1439092993195583,Mercat d'Hostafrancs,Market
La Font de la Guatlla,41.36821,2.1397638,Mercadona,Supermarket
La Font de la Guatlla,41.37520236041066,2.1451045908574877,La Pizza Loca,Pizza Place
La Font de la Guatlla,41.370154877127604,2.14344676164964,Gimnasio Piscinas Picornell,Gym
La Font de la Guatlla,41.368791322912145,2.146815764821045,Boca Loco,Tapas Restaurant
La Font de la Guatlla,41.371316752025855,2.149642429440051,Laie CaixaForum,Bookstore
La Font de la Guatlla,41.371331157082025,2.1445051599978155,Restaurante Japonés Chi E I,Japanese Restaurant
La Font de la Guatlla,41.37215812165434,2.1390012827407494,Plaça de la Farga,Park
La Font de la Guatlla,41.375033378603355,2.14386230076428,Abacus Mercat d’Hostafrancs,Bookstore
La Font de la Guatlla,41.37466125315694,2.1430395608215314,Cucut Biz & Bar,Bar
La Font de la Guatlla,41.370249266340295,2.143912275966386,BCN Montjuïc,Hotel
La Font de la Guatlla,41.37039437,2.14312778,Suma,Convenience Store
La Font de la Guatlla,41.370457774029845,2.1432333404480333,Esber 2,Breakfast Spot
La Font de la Guatlla,41.374976593313754,2.143414373142886,la Sirena,Grocery Store
La Font de la Guatlla,41.36872347508437,2.146975578313089,Brunch Electronik Barcelona,Music Venue
La Font de la Guatlla,41.36853494700618,2.148520787554643,Museo Fran Daurel Col•Lecció D'Art Contemporani,Art Museum
La Font de la Guatlla,41.36924047695752,2.140359878540039,Campo de fútbol Magoria,Soccer Field
La Font de la Guatlla,41.368685380501056,2.1488045653567656,The One,Nightclub
La Font de la Guatlla,41.36823845586726,2.141056210067567,Bonpreu,Supermarket
La Font de la Guatlla,41.37457,2.1426384,El Molí Vell,Bakery
La Font de la Guatlla,41.37483812950411,2.1433478593826294,Cafès Caracas,Café
La Font de la Guatlla,41.37082544316545,2.150364900625146,White Hall - Poble Espanyol,Plaza
La Font de la Guatlla,41.366653294278464,2.1465874050390115,Camp Municipal de Rugby de La Foixarda,Football Stadium
Hostafrancs,41.375862,2.1433277,Kimchi Mama,Asian Restaurant
Hostafrancs,41.377349661712515,2.14507609985447,Zumzeig Cinema,Indie Movie Theater
Hostafrancs,41.37508,2.1427755,Madrelievito,Italian Restaurant
Hostafrancs,41.37796277601982,2.1432826863239987,Zarautz Taberna Vasca,Tapas Restaurant
Hostafrancs,41.37735601031151,2.1460890769958496,La terrassa Miró,Bar
Hostafrancs,41.37604998013339,2.1387023276518815,La Mestressa,Tapas Restaurant
Hostafrancs,41.376053031680435,2.1387269240296023,Plaça d'Osca,Pedestrian Plaza
Hostafrancs,41.375261,2.138,Pastisseria Kessler Galimany,Pie Shop
Hostafrancs,41.37569476884018,2.138392898824387,Kop de Mà,Tapas Restaurant
Hostafrancs,41.37604631612766,2.138693127086407,Vermut i a la Gàbia,Wine Bar
Hostafrancs,41.376829976019714,2.145602024765577,El Rebost d'Hostafrancs,Breakfast Spot
Hostafrancs,41.37651,2.1383877,La Tere Gastro Bar,Gastropub
Hostafrancs,41.376067314316444,2.1387967343647376,Homo Sibaris,Brewery
Hostafrancs,41.37540756780608,2.137171192844663,Casa Vives,Dessert Shop
Hostafrancs,41.371865963593876,2.1449312951389197,Tapaspuma,Spanish Restaurant
Hostafrancs,41.3765980740677,2.1383149713365617,La Paradeta,Seafood Restaurant
Hostafrancs,41.37627705962282,2.1374639820164196,Putxinel·lis,Italian Restaurant
Hostafrancs,41.3788475400483,2.1417288734655155,Drac de l'Espanya Industrial,Sculpture Garden
Hostafrancs,41.37539,2.1461756,Jiaozi Dumplings,Asian Restaurant
Hostafrancs,41.375189036684205,2.147008607277904,Portonovo Silvestre,Spanish Restaurant
Hostafrancs,41.37525162716431,2.1454355019451903,Rosat's Hosteleria I Snacks,Tapas Restaurant
Hostafrancs,41.37350701099828,2.1375290993779203,La Urban Dance Factory,Performing Arts Venue
Hostafrancs,41.37524614333778,2.145763775331104,Frankfurt Creu Coberta,Hot Dog Joint
Hostafrancs,41.373945,2.137244,Can Violí,Mediterranean Restaurant
Hostafrancs,41.37326216151984,2.14728714786776,Ayre Hotel Gran Via Barcelona,Hotel
Hostafrancs,41.37544416412307,2.1482736544230394,Bar del Hotel Catalonia Barcelona Plaza,Hotel Bar
Hostafrancs,41.37672543323794,2.145814323897835,Hotel Pestana Arena,Hotel
Hostafrancs,41.376573478713986,2.147719808710113,Comolocomo,Pizza Place
Hostafrancs,41.375126249544095,2.14776131403814,A la Turca,Turkish Restaurant
Hostafrancs,41.375895,2.146752,Suita. Ramen & Japotapas,Ramen Restaurant
Hostafrancs,41.3756063694073,2.1485644818623957,Buenas Migas,Breakfast Spot
Hostafrancs,41.37172665117751,2.1466326536051534,Mybedbcn Hostel,Hostel
Hostafrancs,41.37247822130979,2.145807468490285,Frankfurt La Choza,Hot Dog Joint
Hostafrancs,41.375489323539206,2.1483399088123996,Hotel Catalonia Barcelona Plaza,Hotel
Hostafrancs,41.372599797828904,2.1459867825304393,365.café,Bakery
Hostafrancs,41.375492777963295,2.148652647408024,Monja,Spanish Restaurant
Hostafrancs,41.375381,2.148377,Rooftop Y Piscina Del Hotel Catalonia Barcelona Plaza,Roof Deck
Hostafrancs,41.375254900349866,2.1477239507753025,Pastisseria Abril,Bakery
Hostafrancs,41.37274672269432,2.1464272953565913,Charter,Grocery Store
Hostafrancs,41.3759438948118,2.1484395507473346,Restaurante Filigrana,Mediterranean Restaurant
Hostafrancs,41.3781229752518,2.1460950785090818,Farmacia Aragó 1,Pharmacy
Hostafrancs,41.378525377968195,2.145195936139405,Peking Siglo XXI,Chinese Restaurant
Hostafrancs,41.372966096853155,2.1465007926666733,Bar Restaurant Auto-Via,Snack Place
Hostafrancs,41.376832,2.14592,Am Kebab,Falafel Restaurant
Hostafrancs,41.37814679714312,2.145250774199216,Discoteca Safari,Nightclub
Hostafrancs,41.37646,2.147656,Cafe Bar 103,Café
Hostafrancs,41.376585999221504,2.147664654229088,Flormar Arenas de Barcelona,Cosmetics Shop
Hostafrancs,41.370819663745124,2.1441013447599135,Los Mundiales,Spanish Restaurant
La Bordeta,41.37079695415862,2.137390404232961,El Pati Verd,Coffee Shop
La Bordeta,41.36986017860928,2.1331966064726955,Kobuta Ramen,Ramen Restaurant
La Bordeta,41.37142076472864,2.1373447817973448,Bomboneria Pons,Food & Drink Shop
La Bordeta,41.365813,2.135518,Goiko Grill,Burger Joint
La Bordeta,41.37198752778161,2.140612016238355,Sala Flyhard,Theater
La Bordeta,41.36838831108805,2.1318050103521036,Mitja Galta,Tapas Restaurant
La Bordeta,41.37319616269405,2.1376944029532283,Hotel Live and Dream,Hotel
La Bordeta,41.36711301839353,2.1339932516883957,Pizzerias Carlos,Pizza Place
La Bordeta,41.373456537153494,2.1361957896250487,Arturo,Mediterranean Restaurant
La Bordeta,41.36648965920274,2.1368404620819588,La Tagliatella,Italian Restaurant
La Bordeta,41.37138616914863,2.138238086038028,Consum Basic,Grocery Store
La Bordeta,41.3658016327231,2.13534382697202,Frankfurt Plaça,Burger Joint
La Bordeta,41.366201480187605,2.1395461876797723,Lidl,Supermarket
La Bordeta,41.3682581710997,2.1346306800842285,Bar Restaurant Castilla,Restaurant
La Bordeta,41.366215,2.13455,Telepizza,Pizza Place
La Bordeta,41.3710459196171,2.142477806842378,LynxCross,Sports Club
La Bordeta,41.369328,2.137748,Pizzeria Piccola Italia,Pizza Place
La Bordeta,41.37081198584871,2.138884240590113,Cal Muns,Plaza
La Bordeta,41.367326613736196,2.139123558052625,Cafetería de Tecnocom,Cafeteria
La Bordeta,41.37025495099359,2.1345494253474655,Plaça del Fènix,Park
La Bordeta,41.36921631975495,2.13291953315788,Parada BUS 1769,Bus Station
La Bordeta,41.36685253606939,2.1414398377168666,Parc de la Font Florida,Dog Run
La Bordeta,41.365305410343076,2.1358056360414683,Nostrum,Restaurant
La Bordeta,41.37120065583996,2.141394055756932,Jardins de Celestina Vigneaux i Cibils,Garden
La Bordeta,41.37031813960946,2.1428449019624005,Pa Vé,Bakery
Sants-Badal,41.37619268980922,2.125184011860923,La Turuleca,Latin American Restaurant
Sants-Badal,41.376365,2.123483,Mamma Italia,Pizza Place
Sants-Badal,41.375446922357156,2.1284076058982184,Carrefour Market,Supermarket
Sants-Badal,41.37357534209489,2.128513391835025,Tic Tac Escape Room,Escape Room
Sants-Badal,41.37563009292223,2.1267957889210307,Rovira,Bakery
Sants-Badal,41.37633923911557,2.126111669462313,Hermanas de los Ancares,Spanish Restaurant
Sants-Badal,41.37699184036307,2.122575764981267,La Riera,Vegetarian / Vegan Restaurant
Sants-Badal,41.37475502741643,2.1333821919362186,Mercat de Sants,Farmers Market
Sants-Badal,41.37138089748219,2.1271227200783285,La Cocina de Graciela,Mexican Restaurant
Sants-Badal,41.37273230987838,2.1232927039286604,Cal Siscu,Seafood Restaurant
Sants-Badal,41.3769119552527,2.1263537534597643,Mario's Pizza Nostra,Pizza Place
Sants-Badal,41.376921289591515,2.12473470691429,Bar Restaurant Santilari,Tapas Restaurant
Sants-Badal,41.37427974665206,2.123739929847566,Badia Roca,Bakery
Sants-Badal,41.37377596464733,2.1323718328933725,La Bodegueta de Cal Pep,Tapas Restaurant
Sants-Badal,41.37553995624651,2.1288615059982443,Hotdoks,Hot Dog Joint
Sants-Badal,41.37634162401221,2.123901844024658,Pizza Market Sants,Pizza Place
Sants-Badal,41.3758279067406,2.121996656046006,Sense Intermediaris de Casa Ametller,Fruit & Vegetable Store
Sants-Badal,41.375080541559036,2.1330487311783397,Llet Crua,Cheese Shop
